name,category,address,city,state,postcode,phone,email,facebook,osm_type,osm_id,osm_url,latitude,longitude,source_region,confidence_score,no_website_signal
Nash House Museum,tourism:museum,36 Nash Street,Buffalo,NY,14204,+1-716-322-1002,,,way,960196933,https://www.openstreetmap.org/way/960196933,42.8858616,-78.8666235,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
NBT Bank,amenity:bank,3388 Sheridan Drive,Amherst,NY,14226,+1-716-835-6300,,,way,179666318,https://www.openstreetmap.org/way/179666318,42.9804408,-78.8087435,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
NBT Bank,amenity:bank,5178 Main Street,Williamsville,NY,14221,+1-716-817-7160,,,way,894077384,https://www.openstreetmap.org/way/894077384,42.9607784,-78.7596424,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
New Number One,amenity:restaurant,1925 South Avenue,Rochester,NY,14620,+1-585-442-3030;+1-585-442-4368,,,node,6975341032,https://www.openstreetmap.org/node/6975341032,43.117452,-77.6170286,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Nothing Bundt Cakes,shop:pastry,720 Jefferson Road,Rochester,NY,14623,+1 585-540-2414,,,node,8786012972,https://www.openstreetmap.org/node/8786012972,43.0883884,-77.62189,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Old Navy,shop:clothes,5065 Transit Road,Buffalo,NY,14221,+1-716-565-2025,,,node,10700492458,https://www.openstreetmap.org/node/10700492458,42.9855589,-78.6942523,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Ollie's Bargain Outlet,shop:variety_store,3225 East Lake Road,Canandaigua,NY,14424,+1-585-394-4600,,,way,89598624,https://www.openstreetmap.org/way/89598624,42.8741172,-77.2502194,Ontario County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Park Avenue Salon & Day Spa,shop:beauty,735 Park Avenue,Rochester,NY,14607,+1 585-473-5040,,,node,2416101647,https://www.openstreetmap.org/node/2416101647,43.1475096,-77.5760784,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Pho Golden,amenity:restaurant,3004 Pine Avenue,Niagara County,NY,,+1-716-215-6151,,,node,6887433585,https://www.openstreetmap.org/node/6887433585,43.0953103,-79.0254941,Niagara County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Pontillo's Pizzeria,amenity:restaurant,20 Muar Street,Canandaigua,NY,14424,+1 585-394-7330,,,node,11933938988,https://www.openstreetmap.org/node/11933938988,42.8770442,-77.26299,Ontario County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Pooch Perfect,shop:pet_grooming,171 Park Avenue,Monroe County,NY,14607,+1-585-244-2275,,,node,13183832101,https://www.openstreetmap.org/node/13183832101,43.1506749,-77.5914405,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Quantum Sails N Canvas,craft:sailmaker,1461 Hudson Avenue,Rochester,NY,14621,+1 585-342-5200,,,way,708713941,https://www.openstreetmap.org/way/708713941,43.1929921,-77.600432,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Quicklee's Culver Road,shop:convenience,2590 Culver Road,Rochester,NY,14609,+1-585-319-3958,,,node,13787536309,https://www.openstreetmap.org/node/13787536309,43.1949613,-77.5606007,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Rainforest Cafe,amenity:restaurant,300 3rd Street,Niagara Falls,NY,14303,+1 716 278 2626,,,node,4734575002,https://www.openstreetmap.org/node/4734575002,43.0863793,-79.0600847,Niagara County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Red Apple Food Mart,shop:convenience,3724 Harlem Road,Buffalo,NY,14215,+1 716 835 1616,,,node,9454435222,https://www.openstreetmap.org/node/9454435222,42.9452994,-78.7845502,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Red Robin,amenity:restaurant,740 Jefferson Road,Rochester,NY,14623,+1 585-475-1410,,,way,126018990,https://www.openstreetmap.org/way/126018990,43.0876495,-77.6223137,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Reliant Medical Equipment & Supply,shop:medical_supply,3807 Harlem Road,Buffalo,NY,14215,+1-716-809-1621,,,way,637057745,https://www.openstreetmap.org/way/637057745,42.9474469,-78.7836415,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
RES Physical Medicine & Rehab,amenity:doctors,3871 Harlem Road,Buffalo,NY,14215,+1-716-681-4088,,,way,858701960,https://www.openstreetmap.org/way/858701960,42.949008,-78.7836566,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Rosenberg Dental,amenity:dentist,3723 Harlem Road,Buffalo,NY,14215,+1-716-834-0475,,,way,1238059123,https://www.openstreetmap.org/way/1238059123,42.9452212,-78.7835749,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Roundabout Liquors,shop:alcohol,3842 Harlem Road,Cheektowaga,NY,14215,+1-716-768-4725,,,node,8004710323,https://www.openstreetmap.org/node/8004710323,42.9479469,-78.7844986,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Royal Car Wash,amenity:car_wash,3400 Transit Road,West Seneca,NY,14043,+1-585-271-1111,,,way,1097660529,https://www.openstreetmap.org/way/1097660529,42.8604814,-78.6975159,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sally Beauty,shop:hairdresser_supply,411 Commerce Drive,Victor,NY,14564,+1 585-924-4513,,,node,13050364348,https://www.openstreetmap.org/node/13050364348,43.0193908,-77.4368525,Ontario County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Salon Concepts,shop:hairdresser,2323 Millersport Highway,Erie County,NY,,+1 716-810-9621,,https://www.facebook.com/salonconceptsGMInc/,node,12043863217,https://www.openstreetmap.org/node/12043863217,43.0134528,-78.7689281,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Salon Le Beau,shop:beauty,2107 Kensington Avenue,Amherst,NY,14226,+1-716-839-5720,,,way,859007384,https://www.openstreetmap.org/way/859007384,42.9511388,-78.7811332,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Scal-Koll Collision,shop:car_repair,6172 South Transit Road,Niagara County,NY,14094,+17166258611,,,node,13058953101,https://www.openstreetmap.org/node/13058953101,43.1267362,-78.6973054,Niagara County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Scherer's Jewelers,shop:jewelry,4567 Main Street,Amherst,NY,14226,+1-716-839-4060,,,way,861290980,https://www.openstreetmap.org/way/861290980,42.9622694,-78.7813238,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Seoul Drop,amenity:restaurant,1900 South Clinton Avenue Unit 410,Rochester,NY,14618,+1-585-287-6080,,,node,13076484360,https://www.openstreetmap.org/node/13076484360,43.1204706,-77.5927542,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Siena,amenity:restaurant,4516 Main Street,Amherst,NY,14226,+1-716-839-3108,,,way,738983155,https://www.openstreetmap.org/way/738983155,42.963676,-78.7827368,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Small World Books,shop:books,425 North Street,Rochester,NY,14605,+1 585-232-6970,,,node,9888129181,https://www.openstreetmap.org/node/9888129181,43.1656626,-77.6007539,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
South Wedge Hots & Subs,amenity:restaurant,492 Monroe Avenue,Rochester,NY,14607,+1-585-546-1530,,https://www.facebook.com/Southwedgehotsandsubs/,node,6410562781,https://www.openstreetmap.org/node/6410562781,43.1467635,-77.5938666,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Spicy Pickle,amenity:restaurant,463 Center Street,Lewiston,NY,14092,+1-716-754-2044,,,node,6835911524,https://www.openstreetmap.org/node/6835911524,43.1726076,-79.0423414,Niagara County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Steve Lumia's Auto & Truck Repair,shop:car_repair,8433 Transit Road,East Amherst,NY,14051,+17166897651,,,way,1100974656,https://www.openstreetmap.org/way/1100974656,43.079998,-78.6959175,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tavern58 at Gibbs,amenity:restaurant,58 University Avenue,Rochester,NY,14605,+1 585-546-5800,,,node,3630327299,https://www.openstreetmap.org/node/3630327299,43.1610396,-77.6013319,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Thai Orchid Cafe,amenity:restaurant,416 Evans Street,Buffalo,NY,14221,+1-716-565-2094,,,node,11137209239,https://www.openstreetmap.org/node/11137209239,42.9753014,-78.7403021,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Charleston House,amenity:restaurant,120 East Avenue,Rochester,NY,14604,+1 585-355-4195,,,node,2662017516,https://www.openstreetmap.org/node/2662017516,43.1569518,-77.601225,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The GOAT Nutrition,amenity:fast_food,5472 Broadway Street,Lancaster,NY,14086,+1-716-707-1261,,https://www.facebook.com/profile.php/?id=61581198367959,way,1044091968,https://www.openstreetmap.org/way/1044091968,42.8998733,-78.6675139,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The JOINT Smoke Vape CBD & CBG,shop:tobacco,1712 Lake Road,Hamlin,NY,14464,+1 585-636-4189,,,node,7970036513,https://www.openstreetmap.org/node/7970036513,43.2951965,-77.9204853,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Little Speed Shop,shop:car_repair,1770 Emerson Street,Rochester,NY,14606,+1-585-647-0339,,,way,293250593,https://www.openstreetmap.org/way/293250593,43.1742273,-77.6782712,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Union Stop,shop:convenience,34 South Union Street,Rochester,NY,14607,+1 585-520-8095,,,node,9791058377,https://www.openstreetmap.org/node/9791058377,43.1541215,-77.597447,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
TJ Maxx,shop:department_store,3670 McKinley Parkway,Buffalo,NY,14219,+1-716-824-3465,,,node,9163179825,https://www.openstreetmap.org/node/9163179825,42.7850727,-78.8126764,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,184 South Cascade Drive,Springville,NY,14141,+1 716-592-8241,,,node,5941656978,https://www.openstreetmap.org/node/5941656978,42.5043592,-78.6877738,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,890 Young Street,Tonawanda,NY,14150,+1 716-692-8254,,,way,158851967,https://www.openstreetmap.org/way/158851967,43.0016124,-78.8581829,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,4250 McKinley Parkway,Hamburg,NY,14075,+1 716-515-3225,,,way,569169986,https://www.openstreetmap.org/way/569169986,42.7680587,-78.8137823,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,906 Center Street,Lewiston,NY,14092,+1 716-215-1350,,,way,396673388,https://www.openstreetmap.org/way/396673388,43.1714963,-79.0312816,Niagara County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,1900 South Clinton Avenue Unit 1,Rochester,NY,14618,+1 585-442-2990,,,way,35913323,https://www.openstreetmap.org/way/35913323,43.1211187,-77.5922359,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,1601 Penfield Road Unit 225,Rochester,NY,14625,+1 585-264-0820,,,way,145119573,https://www.openstreetmap.org/way/145119573,43.1332256,-77.4972795,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,2382 Route 19,Warsaw,NY,14569,+1 585-786-0660,,,node,4804992912,https://www.openstreetmap.org/node/4804992912,42.7660207,-78.1288945,Wyoming County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tractor Supply Company,shop:country_store,205 South Cascade Drive,Springville,NY,14141,+1 716-592-7171,,,way,629327960,https://www.openstreetmap.org/way/629327960,42.5039104,-78.6913309,Erie County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tractor Supply Company,shop:country_store,6015 South Transit Road,Lockport,NY,14094,+1 716-434-1083,,,node,1966917500,https://www.openstreetmap.org/node/1966917500,43.1308662,-78.6942408,Niagara County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tractor Supply Company,shop:country_store,7600 Fourth Avenue,Niagara Falls,NY,14304,+1 716-297-1221,,,node,3993971760,https://www.openstreetmap.org/node/3993971760,43.1021414,-78.9782109,Niagara County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tractor Supply Company,shop:country_store,345 West Main Street,Honeoye Falls,NY,14472,+1 585-624-8308,,,way,638711748,https://www.openstreetmap.org/way/638711748,42.949122,-77.6054909,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tractor Supply Company,shop:country_store,461 North Main Street Unit 2,Warsaw,NY,14569,+1 585-786-0870,,,node,4799037971,https://www.openstreetmap.org/node/4799037971,42.7605829,-78.1320271,Wyoming County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tractor Supply Company,shop:country_store,4377 Genesee Valley Plaza,Geneseo,NY,14454,+1 585-243-2120,,,node,8805449688,https://www.openstreetmap.org/node/8805449688,42.7988171,-77.7817197,Livingston County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tractor Supply Company,shop:country_store,50-70 Village Plaza,Dansville,NY,14437,+1 585-335-3010,,,way,357005367,https://www.openstreetmap.org/way/357005367,42.5655953,-77.7099278,Livingston County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tractor Supply Company,shop:country_store,280 Pittsford-Palmyra Road,Macedon,NY,14502,+1 315-986-1041,,,way,828998422,https://www.openstreetmap.org/way/828998422,43.063556,-77.3628145,Wayne County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Via Rose Salon & Spa,shop:hairdresser,683 Pittsford-Victor Road,Pittsford,NY,14534,+1 585-267-7870,,,node,936996935,https://www.openstreetmap.org/node/936996935,43.0610444,-77.476442,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Vision Nissan,shop:car,785 Ridge Road,Webster,NY,14580,+1 585-787-2000,,,node,8785815938,https://www.openstreetmap.org/node/8785815938,43.2039767,-77.4782785,Monroe County,85,No website/contact:website/url tag recorded in OpenStreetMap at generation time
